"","Title","Developer","Publisher","Region","Release","Date","Month","Year","System","Generation"
"10427","Windsurfer's Paradise","Theyer GFX","Midas Interactive","PAL","April 12, 2002",2002-04-12,4,2002,"PS1","5th"
"10428","Wing Commander III: Heart of the Tiger","Origin Systems","Origin Systems","North_America","March 15, 1996",1996-03-15,3,1996,"PS1","5th"
"10429","Wing Commander IV: The Price of Freedom","Origin Systems","Origin Systems","North_America","May 14, 1997",1997-05-14,5,1997,"PS1","5th"
"10430","Wing Over","Beluga Computer","Victor Interactive Software•JVC Music EuropePAL","Japan","February 21, 1997",1997-02-21,2,1997,"PS1","5th"
"10431","Wing Over","Beluga Computer","Victor Interactive Software•JVC Music EuropePAL","PAL","October 1997",NA,10,1997,"PS1","5th"
"10432","Winky The Little Bear","The Code Monkeys","Phoenix Games","PAL","June 27, 2003",2003-06-27,6,2003,"PS1","5th"
"10433","Winnie the Pooh: Kindergarten","Hi Corp","Bam Entertainment","North_America","November 5, 2002",2002-11-05,11,2002,"PS1","5th"
"10434","Winnie the Pooh: Preschool","Hi Corp","Bam Entertainment","North_America","November 5, 2002",2002-11-05,11,2002,"PS1","5th"
"10435","Winning Eleven 3: Final Version","Konami Computer Entertainment Tokyo","Konami","Japan","November 12, 1998",1998-11-12,11,1998,"PS1","5th"
"10436","Winning Lure","Hori","Hori","Japan","July 27, 2000",2000-07-27,7,2000,"PS1","5th"
"10437","Winning Post 2","Koei","Koei","Japan","March 22, 1996",1996-03-22,3,1996,"PS1","5th"
"10438","Winning Post 2: Final '97","Koei","Koei","Japan","October 2, 1997",1997-10-02,10,1997,"PS1","5th"
"10439","Winning Post 2: Program '96","Koei","Koei","Japan","October 4, 1996",1996-10-04,10,1996,"PS1","5th"
"10440","Winning Post 3","Koei","Koei","Japan","February 26, 1998",1998-02-26,2,1998,"PS1","5th"
"10441","Winning Post 3: Program '98","Koei","Koei","Japan","October 1, 1998",1998-10-01,10,1998,"PS1","5th"
"10442","Winning Post 4","Koei","Koei","Japan","September 18, 1999",1999-09-18,9,1999,"PS1","5th"
"10443","Winning Post 4: Program 2000","Koei","Koei","Japan","March 23, 2000",2000-03-23,3,2000,"PS1","5th"
"10444","Winning Post EX","Koei","Koei","Japan","December 29, 1995",1995-12-29,12,1995,"PS1","5th"
"10445","Wipeout","Psygnosis","Psygnosis","Japan","March 22, 1996",1996-03-22,3,1996,"PS1","5th"
"10446","Wipeout","Psygnosis","Psygnosis","North_America","November 21, 1995",1995-11-21,11,1995,"PS1","5th"
"10447","Wipeout","Psygnosis","Psygnosis","PAL","September 29, 1995",1995-09-29,9,1995,"PS1","5th"
"10448","Wipeout 3","Psygnosis","Psygnosis","North_America","August 31, 1999",1999-08-31,8,1999,"PS1","5th"
"10449","Wipeout 3: Special Edition","Psygnosis","Psygnosis","PAL","July 14, 2000",2000-07-14,7,2000,"PS1","5th"
"10450","Wipeout XL / Wipeout 2097PAL","Psygnosis","Psygnosis","Japan","November 8, 1996",1996-11-08,11,1996,"PS1","5th"
"10451","Wipeout XL / Wipeout 2097PAL","Psygnosis","Psygnosis","North_America","September 30, 1996",1996-09-30,9,1996,"PS1","5th"
"10452","Wipeout XL / Wipeout 2097PAL","Psygnosis","Psygnosis","PAL","October 1996",NA,10,1996,"PS1","5th"
"10453","Wizard's Harmony","Arc System Works","Arc System Works","Japan","December 29, 1995",1995-12-29,12,1995,"PS1","5th"
"10454","Wizard's Harmony 2","Arc System Works","Arc System Works","Japan","October 16, 1995",1995-10-16,10,1995,"PS1","5th"
"10455","Wizard's Harmony R","Arc System Works","Arc System Works","Japan","November 26, 1998",1998-11-26,11,1998,"PS1","5th"
"10456","Wizardry Empire","Sir-Tech","Sir-Tech","Japan","December 28, 2000",2000-12-28,12,2000,"PS1","5th"
"10457","Wizardry Empire 2","Sir-Tech","Sir-Tech","Japan","October 17, 2002",2002-10-17,10,2002,"PS1","5th"
"10458","Wizardry VII: Gadeia no Houshu","Sir-Tech","Sir-Tech","Japan","October 13, 1995",1995-10-13,10,1995,"PS1","5th"
"10459","Wizardry: Dimguil","Sir-Tech","Sir-Tech","Japan","April 20, 2000",2000-04-20,4,2000,"PS1","5th"
"10460","Wizardry: Llylgamyn Saga","Sir-Tech","Sir-Tech","Japan","February 26, 1998",1998-02-26,2,1998,"PS1","5th"
"10461","Wizardry: New Age of Llylgamyn","Sir-Tech","Sir-Tech","Japan","October 28, 1999",1999-10-28,10,1999,"PS1","5th"
"10462","Wolf Fang","Data East","Data East","Japan","May 10, 1996",1996-05-10,5,1996,"PS1","5th"
"10463","Wolkenkratzer: Shinpan no Tou","West One","Asmik Ace Entertainment, Inc","Japan","March 1, 1996",1996-03-01,3,1996,"PS1","5th"
"10464","Wonder 3","MBA International","Xing Entertainment","Japan","April 2, 1998",1998-04-02,4,1998,"PS1","5th"
"10465","Wonder B-Cruise","Sunsoft","SunSoft","Japan","October 7, 1999",1999-10-07,10,1999,"PS1","5th"
"10466","Wonder Trek","Zest Works","SCEI","Japan","December 10, 1998",1998-12-10,12,1998,"PS1","5th"
"10467","Woody Woodpecker Racing","Syrox Developments","Konami","Japan","July 12, 2001",2001-07-12,7,2001,"PS1","5th"
"10468","Woody Woodpecker Racing","Syrox Developments","Konami","North_America","November 16, 2000",2000-11-16,11,2000,"PS1","5th"
"10469","Woody Woodpecker Racing","Syrox Developments","Konami","PAL","December 22, 2000",2000-12-22,12,2000,"PS1","5th"
"10470","World's Scariest Police Chases","UDS","Activision","North_America","May 21, 2001",2001-05-21,5,2001,"PS1","5th"
"10471","World's Scariest Police Chases","UDS","Activision","PAL","June 29, 2001",2001-06-29,6,2001,"PS1","5th"
"10472","World Championship Snooker","Blade Interactive","Codemasters","PAL","2000",NA,NA,2000,"PS1","5th"
"10473","World Cup 98","EA Canada","EA Sports","North_America","March 31, 1998",1998-03-31,3,1998,"PS1","5th"
"10474","World Cup 98","EA Canada","EA Sports","PAL","March 31, 1998",1998-03-31,3,1998,"PS1","5th"
"10475","World Cup Golf: Professional Edition","Arc Developments","U.S. Gold","North_America","January 15, 1996",1996-01-15,1,1996,"PS1","5th"
"10476","World Cup Golf: Professional Edition","Arc Developments","U.S. Gold","PAL","1995",NA,NA,1995,"PS1","5th"
"10477","World Destruction League: Thunder Tanks","The 3DO Company","The 3DO Company","North_America","September 9, 2000",2000-09-09,9,2000,"PS1","5th"
"10478","World Destruction League: Thunder Tanks","The 3DO Company","The 3DO Company","PAL","November 17, 2000",2000-11-17,11,2000,"PS1","5th"
"10479","World League Basketball","High Voltage Software","Mindscape","PAL","1997",NA,NA,1997,"PS1","5th"
"10480","World League Soccer 98","Silicon Dreams Studio","Eidos","PAL","May 1998",NA,5,1998,"PS1","5th"
"10481","World Neverland 2: Pluto Kyouwakoku Monogatari","Riverhillsoft","Riverhillsoft","Japan","February 25, 1999",1999-02-25,2,1999,"PS1","5th"
"10482","World Neverland Series: Waneba Island","Riverhillsoft","Riverhillsoft","Japan","March 30, 2000",2000-03-30,3,2000,"PS1","5th"
"10483","World Neverland: Olerud Oukoku Monogatari","Riverhillsoft","Riverhillsoft","Japan","October 23, 1997",1997-10-23,10,1997,"PS1","5th"
"10484","World Pro Tennis '98","I.Magic","Magnolia","Japan","August 6, 1998",1998-08-06,8,1998,"PS1","5th"
"10485","World Soccer Jikkyou Winning Eleven 3: World Cup France '98","Konami","Konami","Japan","May 28, 1998",1998-05-28,5,1998,"PS1","5th"
"10486","World Stadium 2","Namco","Namco","Japan","April 29, 1998",1998-04-29,4,1998,"PS1","5th"
"10487","World Stadium 3","Namco","Namco","Japan","April 8, 1999",1999-04-08,4,1999,"PS1","5th"
"10488","World Stadium 4","Namco","Namco","Japan","March 23, 2000",2000-03-23,3,2000,"PS1","5th"
"10489","World Stadium 5","Namco","Namco","Japan","May 10, 2001",2001-05-10,5,2001,"PS1","5th"
"10490","World Stadium EX","Namco","Namco","Japan","July 26, 1996",1996-07-26,7,1996,"PS1","5th"
"10491","World Tennis Stars","Ignition Entertainment","Ignition Entertainment","PAL","June 2, 2004",2004-06-02,6,2004,"PS1","5th"
"10492","World Tour Conductor","TYO","TYO","Japan","August 26, 1999",1999-08-26,8,1999,"PS1","5th"
"10493","Worms","Eidos Interactive","Ocean Software","Japan","February 28, 1997",1997-02-28,2,1997,"PS1","5th"
"10494","Worms","Eidos Interactive","Ocean Software","North_America","August 7, 1996",1996-08-07,8,1996,"PS1","5th"
"10495","Worms","Eidos Interactive","Ocean Software","PAL","December 1995",NA,12,1995,"PS1","5th"
"10496","Worms Armageddon","Team17","Hasbro Interactive (Under the MicroProse Name)","North_America","November 30, 1999",1999-11-30,11,1999,"PS1","5th"
"10497","Worms Pinball","Team17","Infogrames","PAL","January 2000",NA,1,2000,"PS1","5th"
"10498","Worms World Party","The Code Monkeys","Titus Software","North_America","December 14, 2001",2001-12-14,12,2001,"PS1","5th"
"10499","Worms World Party","The Code Monkeys","Titus Software","PAL","December 14, 2001",2001-12-14,12,2001,"PS1","5th"
"10500","WRC: FIA World Rally Championship Arcade","Unique Development Studios","SCEE","PAL","November 8, 2002",2002-11-08,11,2002,"PS1","5th"
"10501","Wreckin' Crew","Quickdraw Dev","Telstar","North_America","October 7, 1998",1998-10-07,10,1998,"PS1","5th"
"10502","Wreckin' Crew","Quickdraw Dev","Telstar","PAL","October 7, 1998",1998-10-07,10,1998,"PS1","5th"
"10503","Wu-Tang: Shaolin Style","Paradox Development","Activision","Japan","June 29, 2000",2000-06-29,6,2000,"PS1","5th"
"10504","Wu-Tang: Shaolin Style","Paradox Development","Activision","North_America","October 31, 1999",1999-10-31,10,1999,"PS1","5th"
"10505","Wu-Tang: Shaolin Style","Paradox Development","Activision","PAL","1999",NA,NA,1999,"PS1","5th"
"10506","WWF Attitude","Iguana Entertainment","Acclaim","North_America","July 31, 1999",1999-07-31,7,1999,"PS1","5th"
"10507","WWF In Your House","Sculptured Software","Acclaim","Japan","February 27, 1997",1997-02-27,2,1997,"PS1","5th"
"10508","WWF In Your House","Sculptured Software","Acclaim","North_America","November 21, 1996",1996-11-21,11,1996,"PS1","5th"
"10509","WWF In Your House","Sculptured Software","Acclaim","PAL","December 1996",NA,12,1996,"PS1","5th"
"10510","WWF SmackDown!","THQ","THQ","Japan","August 8, 2000",2000-08-08,8,2000,"PS1","5th"
"10511","WWF SmackDown!","THQ","THQ","North_America","March 2, 2000",2000-03-02,3,2000,"PS1","5th"
"10512","WWF SmackDown!","THQ","THQ","PAL","April 2000",NA,4,2000,"PS1","5th"
"10513","WWF SmackDown! 2: Know Your Role","Yuke's","THQ","Japan","January 25, 2001",2001-01-25,1,2001,"PS1","5th"
"10514","WWF SmackDown! 2: Know Your Role","Yuke's","THQ","North_America","November 21, 2000",2000-11-21,11,2000,"PS1","5th"
"10515","WWF SmackDown! 2: Know Your Role","Yuke's","THQ","PAL","January 1, 2001",2001-01-01,1,2001,"PS1","5th"
"10516","WWF War Zone","Acclaim Studios Salt Lake City","Acclaim Entertainment","North_America","July 14, 1998",1998-07-14,7,1998,"PS1","5th"
"10517","WWF War Zone","Acclaim Studios Salt Lake City","Acclaim Entertainment","PAL","August 1998",NA,8,1998,"PS1","5th"
"10518","WWF WrestleMania: The Arcade Game","Acclaim","Acclaim","Japan","January 26, 1996",1996-01-26,1,1996,"PS1","5th"
"10519","WWF WrestleMania: The Arcade Game","Acclaim","Acclaim","North_America","October 18, 1995",1995-10-18,10,1995,"PS1","5th"
"10520","WWF WrestleMania: The Arcade Game","Acclaim","Acclaim","PAL","November 1995",NA,11,1995,"PS1","5th"
"10521","X-Bladez: Inline Skater","Vision Scape","Crave","North_America","January 30, 2002",2002-01-30,1,2002,"PS1","5th"
"10522","X-COM: Terror from the Deep","MicroProse","MicroProse","PAL","December 1996",NA,12,1996,"PS1","5th"
"10523","X-COM: UFO Defense / X-COM: Enemy Unknown (PAL)","MicroProse","MicroProse","North_America","October 25, 1995",1995-10-25,10,1995,"PS1","5th"
"10524","X-COM: UFO Defense / X-COM: Enemy Unknown (PAL)","MicroProse","MicroProse","PAL","November 1995",NA,11,1995,"PS1","5th"
"10525","X-Men vs. Street Fighter","Capcom","Capcom","Japan","February 26, 1998",1998-02-26,2,1998,"PS1","5th"
"10526","X-Men vs. Street Fighter","Capcom","Capcom","North_America","June 11, 1998",1998-06-11,6,1998,"PS1","5th"
"10527","X-Men vs. Street Fighter","Capcom","Capcom","PAL","1998",NA,NA,1998,"PS1","5th"
"10528","X-Men: Children of the Atom","Probe Entertainment","Acclaim","North_America","February 1998",NA,2,1998,"PS1","5th"
"10529","X-Men: Children of the Atom","Probe Entertainment","Acclaim","PAL","February 1998",NA,2,1998,"PS1","5th"
"10530","X-Men: Mutant Academy","Paradox Development","Activision","Japan","April 12, 2001",2001-04-12,4,2001,"PS1","5th"
"10531","X-Men: Mutant Academy","Paradox Development","Activision","North_America","July 11, 2000",2000-07-11,7,2000,"PS1","5th"
"10532","X-Men: Mutant Academy","Paradox Development","Activision","PAL","August 18, 2000",2000-08-18,8,2000,"PS1","5th"
"10533","X-Men: Mutant Academy 2","Paradox Development","Activision","Japan","March 6, 2003",2003-03-06,3,2003,"PS1","5th"
"10534","X-Men: Mutant Academy 2","Paradox Development","Activision","North_America","September 17, 2001",2001-09-17,9,2001,"PS1","5th"
"10535","X-Men: Mutant Academy 2","Paradox Development","Activision","PAL","September 21, 2001",2001-09-21,9,2001,"PS1","5th"
"10536","X: Unmei no Sentaku",NA,"Bandai","Japan","August 22, 2002",2002-08-22,8,2002,"PS1","5th"
"10537","X2","Team17","Ocean Software, CapcomJP","Japan","August 21, 1997",1997-08-21,8,1997,"PS1","5th"
"10538","X2","Team17","Ocean Software, CapcomJP","PAL","November 1996",NA,11,1996,"PS1","5th"
"10539","Xena: Warrior Princess","VU Games","Electronic Arts","North_America","September 30, 1999",1999-09-30,9,1999,"PS1","5th"
"10540","Xena: Warrior Princess","VU Games","Electronic Arts","PAL","1999",NA,NA,1999,"PS1","5th"
"10541","Xenocracy","Grolier Interactive",NA,"PAL","June 1998",NA,6,1998,"PS1","5th"
"10542","Xenogears","Square Co., Ltd.","Square Co., Ltd.JP, Square Electronic ArtsUS","Japan","February 11, 1998",1998-02-11,2,1998,"PS1","5th"
"10543","Xenogears","Square Co., Ltd.","Square Co., Ltd.JP, Square Electronic ArtsUS","North_America","October 20, 1998",1998-10-20,10,1998,"PS1","5th"
"10544","Xevious 3D/G+","Namco","Namco","Japan","March 28, 1997",1997-03-28,3,1997,"PS1","5th"
"10545","Xevious 3D/G+","Namco","Namco","North_America","June 30, 1997",1997-06-30,6,1997,"PS1","5th"
"10546","Xevious 3D/G+","Namco","Namco","PAL","August 1997",NA,8,1997,"PS1","5th"
"10547","XI [sai] Jumbo","Shift","SCEI","Japan","December 22, 1999",1999-12-22,12,1999,"PS1","5th"
"10548","XS Airboat Racing","Miracle Designs","XS Games","North_America","June 10, 2003",2003-06-10,6,2003,"PS1","5th"
"10549","XS Junior League Dodgeball","Yumedia","XS Games","North_America","September 3, 2003",2003-09-03,9,2003,"PS1","5th"
"10550","XS Junior League Football","Wahoo Studios","SCEA","North_America","December 3, 2003",2003-12-03,12,2003,"PS1","5th"
"10551","XS Junior League Soccer","Wahoo Studios","SCEA","North_America","September 29, 2004",2004-09-29,9,2004,"PS1","5th"
"10552","XS Junior League Soccer","Wahoo Studios","SCEA","PAL","2003",NA,NA,2003,"PS1","5th"
"10553","XS Moto","XS Games","XS Games","North_America","March 1, 2003",2003-03-01,3,2003,"PS1","5th"
"10554","Xtreme Roller","Microïds","Microïds","PAL","October 5, 2001",2001-10-05,10,2001,"PS1","5th"
"10555","Yacht Racing Game 1999: Ore no Yatto: Ganbare Nippon Challenge","Graphic Research","Tomy Corporation","Japan","October 7, 1999",1999-10-07,10,1999,"PS1","5th"
"10556","Yakata: Nightmare Project","Chime","ASK","Japan","June 4, 1998",1998-06-04,6,1998,"PS1","5th"
"10557","Yakiniku Bugyou","Media Entertainment","Media Entertainment","Japan","May 24, 2001",2001-05-24,5,2001,"PS1","5th"
"10558","Yakitori Musume: Sugo Ude Hanjouki","Media Entertainment","Media Entertainment","Japan","May 9, 2002",2002-05-09,5,2002,"PS1","5th"
"10559","Yaku Tsuu: Noroi no Game","Idea Factory","Idea Factory","Japan","February 7, 1997",1997-02-07,2,1997,"PS1","5th"
"10560","Yaku: Yuujou Dangi","Axes Art Amuse","Idea Factory","Japan","January 13, 1996",1996-01-13,1,1996,"PS1","5th"
"10561","Yamasa Digi Guide: Faust","Yamasa","Yamasa","Japan","January 18, 2001",2001-01-18,1,2001,"PS1","5th"
"10562","Yamasa Digi Guide: Hyper Rush","Yamasa","Yamasa","Japan","October 5, 2000",2000-10-05,10,2000,"PS1","5th"
"10563","Yamasa Digi Guide: M-771","Yamasa","Yamasa","Japan","November 16, 2000",2000-11-16,11,2000,"PS1","5th"
"10564","Yamasa Digi Guide: New Pulsar R","Yamasa","Yamasa","Japan","October 5, 2000",2000-10-05,10,2000,"PS1","5th"
"10565","Yamasa Digi Guide: Umekagetsu R","Yamasa","Yamasa","Japan","December 21, 2000",2000-12-21,12,2000,"PS1","5th"
"10566","Yamasa Digi Selection","Yamasa","Yamasa","Japan","April 25, 2002",2002-04-25,4,2002,"PS1","5th"
"10567","Yamasa Digi Selection 2","Yamasa","Yamasa","Japan","October 24, 2002",2002-10-24,10,2002,"PS1","5th"
"10568","Yamasa Digi World: Tetra Master","Yamasa","Yamasa","Japan","May 24, 2001",2001-05-24,5,2001,"PS1","5th"
"10569","Yami Fuku Natsu: Teito Monogatari Futatabi","B-Factory","B-Factory","Japan","April 8, 1999",1999-04-08,4,1999,"PS1","5th"
"10570","Yancharu Moncha","Sunsoft","Sunsoft","Japan","May 24, 2001",2001-05-24,5,2001,"PS1","5th"
"10571","Yarudora Series Vol. 1: Double Cast","Sugar and Rockets","SCEI","Japan","June 25, 1998",1998-06-25,6,1998,"PS1","5th"
"10572","Yarudora Series Vol. 2: Kisetsu o Dakishimete","Sugar and Rockets","SCEI","Japan","July 23, 1998",1998-07-23,7,1998,"PS1","5th"
"10573","Yarudora Series Vol. 3: Sampaguita","Sugar and Rockets","SCEI","Japan","October 15, 1998",1998-10-15,10,1998,"PS1","5th"
"10574","Yarudora Series Vol. 4: Yukiwari no Hana","Sugar and Rockets","SCEI","Japan","November 26, 1998",1998-11-26,11,1998,"PS1","5th"
"10575","Yellow Brick Road","Synergy Inc.","Acclaim Japan","Japan","August 30, 1996",1996-08-30,8,1996,"PS1","5th"
"10576","YetiSports Deluxe","Edelweiss","JoWooD Productions","PAL","November 12, 2004",2004-11-12,11,2004,"PS1","5th"
"10577","YetiSports World Tour","Edelweiss","JoWooD Productions","PAL","November 12, 2004",2004-11-12,11,2004,"PS1","5th"
"10578","Yoshimoto Mahjong Club Deluxe","Psikyo","Psikyo","Japan","February 11, 1999",1999-02-11,2,1999,"PS1","5th"
"10579","Yoshimoto Muchicco Dai-kessen","Polygon Magic","Sony Music Entertainment Japan","Japan","September 30, 1999",1999-09-30,9,1999,"PS1","5th"
"10580","Yoshimura Shogi","Konami","Konami","Japan","March 26, 1998",1998-03-26,3,1998,"PS1","5th"
"10581","You Don't Know Jack","Jellyvision","Berkeley Systems Inc.","North_America","October 31, 1999",1999-10-31,10,1999,"PS1","5th"
"10582","You Don't Know Jack: Mock 2","Starsphere Interactive","Sierra Attractions","North_America","November 6, 2000",2000-11-06,11,2000,"PS1","5th"
"10583","Youchien Gaiden Kareinaru Casino Club: Double Draw","GungHo","Affect","Japan","December 21, 2000",2000-12-21,12,2000,"PS1","5th"
"10584","Youkai Hana Asobi","Unbalance","Unbalance","Japan","August 9, 2001",2001-08-09,8,2001,"PS1","5th"
"10585","Yoyo's Puzzle Park / Gussun Paradise (JP)","Irem","IremJP, JVC Music EuropePAL","Japan","November 22, 1996",1996-11-22,11,1996,"PS1","5th"
"10586","Yoyo's Puzzle Park / Gussun Paradise (JP)","Irem","IremJP, JVC Music EuropePAL","PAL","April 1999",NA,4,1999,"PS1","5th"
"10587","Yu-Gi-Oh! Forbidden Memories / Yu-Gi-Oh! Shin Duel Monsters (JP)","KCEJ","Konami","Japan","December 9, 1999",1999-12-09,12,1999,"PS1","5th"
"10588","Yu-Gi-Oh! Forbidden Memories / Yu-Gi-Oh! Shin Duel Monsters (JP)","KCEJ","Konami","North_America","March 20, 2002",2002-03-20,3,2002,"PS1","5th"
"10589","Yu-Gi-Oh! Forbidden Memories / Yu-Gi-Oh! Shin Duel Monsters (JP)","KCEJ","Konami","PAL","November 22, 2002",2002-11-22,11,2002,"PS1","5th"
